ORIG_COD_ZONA,ORIG_DEN_ZONA,DEST_COD_ZONA,DEST_DEN_ZONA,TIPO_VIAGGIO,FASCIA_ORARIA_VIAGGIO,MOTIVO_codice,MOTIVO_aggregato,MOTIVO_sistematicità,MEZZO_codice,MEZZO_aggregato,NumViaggi
29,ANGELI,30,S.TEODORO,Interno,1,1,Lavoro,Sistematico,3,MOTO,20.45574388
29,ANGELI,30,S.TEODORO,Interno,1,1,Lavoro,Sistematico,4,MOTO,40.91148776
29,ANGELI,30,S.TEODORO,Interno,1,1,Lavoro,Sistematico,7,AUTO,163.645951
29,ANGELI,30,S.TEODORO,Interno,1,1,Lavoro,Sistematico,10,PIEDI,40.91148776
29,ANGELI,30,S.TEODORO,Interno,1,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,10.22787194
29,ANGELI,30,S.TEODORO,Interno,1,7,Studio,Sistematico,17,TPL GOMMA,20.45574388
29,ANGELI,30,S.TEODORO,Interno,2,3,Acquisti,Occasionale,7,AUTO,20.45574388
29,ANGELI,30,S.TEODORO,Interno,2,4,Servizi,Occasionale,7,AUTO,61.36723164
29,ANGELI,30,S.TEODORO,Interno,2,9,Ritorno a casa,Ritorno a casa,3,MOTO,130
29,ANGELI,30,S.TEODORO,Interno,2,9,Ritorno a casa,Ritorno a casa,4,MOTO,70
29,ANGELI,30,S.TEODORO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,70
29,ANGELI,30,S.TEODORO,Interno,2,9,Ritorno a casa,Ritorno a casa,10,PIEDI,10
29,ANGELI,30,S.TEODORO,Interno,2,9,Ritorno a casa,Ritorno a casa,12,AUTO,20
29,ANGELI,30,S.TEODORO,Interno,2,9,Ritorno a casa,Ritorno a casa,13,AUTO,20
29,ANGELI,31,LAGACCIO,Interno,0,5,Altro motivo occasionale,Occasionale,1,MOTO,51.1393597
29,ANGELI,31,LAGACCIO,Interno,0,9,Ritorno a casa,Ritorno a casa,3,MOTO,23.05363985
29,ANGELI,31,LAGACCIO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,161.3754789
29,ANGELI,31,LAGACCIO,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,11.52681992
29,ANGELI,31,LAGACCIO,Interno,0,9,Ritorno a casa,Ritorno a casa,13,AUTO,23.05363985
29,ANGELI,31,LAGACCIO,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,46.10727969
29,ANGELI,31,LAGACCIO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,34.58045977
29,ANGELI,31,LAGACCIO,Interno,2,9,Ritorno a casa,Ritorno a casa,13,AUTO,23.05363985
29,ANGELI,31,LAGACCIO,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,11.52681992
29,ANGELI,32,OREGINA,Interno,0,5,Altro motivo occasionale,Occasionale,3,MOTO,10.22787194
29,ANGELI,32,OREGINA,Interno,0,5,Altro motivo occasionale,Occasionale,13,AUTO,20.45574388
29,ANGELI,32,OREGINA,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,135.4141732
29,ANGELI,32,OREGINA,Interno,0,9,Ritorno a casa,Ritorno a casa,13,AUTO,9.672440945
29,ANGELI,32,OREGINA,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,19.34488189
29,ANGELI,33,PRE',Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,40.91148776
29,ANGELI,33,PRE',Interno,0,5,Altro motivo occasionale,Occasionale,10,PIEDI,20.45574388
29,ANGELI,33,PRE',Interno,0,5,Altro motivo occasionale,Occasionale,16,TPL GOMMA,10.22787194
29,ANGELI,33,PRE',Interno,0,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,30.68361582
29,ANGELI,33,PRE',Interno,0,7,Studio,Sistematico,8,FURGONE,163.645951
29,ANGELI,33,PRE',Interno,0,7,Studio,Sistematico,10,PIEDI,51.1393597
29,ANGELI,33,PRE',Interno,0,8,Cure,Occasionale,17,TPL GOMMA,20.45574388
29,ANGELI,33,PRE',Interno,1,1,Lavoro,Sistematico,3,MOTO,40.91148776
29,ANGELI,33,PRE',Interno,1,1,Lavoro,Sistematico,7,AUTO,51.1393597
29,ANGELI,33,PRE',Interno,1,1,Lavoro,Sistematico,17,TPL GOMMA,51.1393597
29,ANGELI,33,PRE',Interno,1,7,Studio,Sistematico,17,TPL GOMMA,20.45574388
29,ANGELI,33,PRE',Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,23.14666667
29,ANGELI,33,PRE',Interno,2,9,Ritorno a casa,Ritorno a casa,10,PIEDI,23.14666667
29,ANGELI,34,MADDALENA,Interno,0,3,Acquisti,Occasionale,16,TPL GOMMA,10.22787194
29,ANGELI,34,MADDALENA,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,51.1393597
29,ANGELI,34,MADDALENA,Interno,0,5,Altro motivo occasionale,Occasionale,10,PIEDI,30.68361582
29,ANGELI,34,MADDALENA,Interno,0,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,30.68361582
29,ANGELI,34,MADDALENA,Interno,0,9,Ritorno a casa,Ritorno a casa,1,MOTO,24.05839416
29,ANGELI,34,MADDALENA,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,72.17518248
29,ANGELI,34,MADDALENA,Interno,1,1,Lavoro,Sistematico,1,MOTO,40.91148776
29,ANGELI,34,MADDALENA,Interno,1,1,Lavoro,Sistematico,17,TPL GOMMA,40.91148776
29,ANGELI,34,MADDALENA,Interno,1,3,Acquisti,Occasionale,17,TPL GOMMA,20.45574388
29,ANGELI,34,MADDALENA,Interno,1,7,Studio,Sistematico,17,TPL GOMMA,92.05084746
29,ANGELI,34,MADDALENA,Interno,2,9,Ritorno a casa,Ritorno a casa,1,MOTO,72.17518248
29,ANGELI,34,MADDALENA,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,120.2919708
29,ANGELI,35,MOLO,Interno,0,3,Acquisti,Occasionale,7,AUTO,92.05084746
29,ANGELI,35,MOLO,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,214.7853107
29,ANGELI,35,MOLO,Interno,0,4,Servizi,Occasionale,7,AUTO,10.22787194
29,ANGELI,35,MOLO,Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,10.22787194
29,ANGELI,35,MOLO,Interno,0,5,Altro motivo occasionale,Occasionale,10,PIEDI,10.22787194
29,ANGELI,35,MOLO,Interno,0,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,184.1016949
29,ANGELI,35,MOLO,Interno,0,10,Altro motivo occasionale,Occasionale,19,Altro,20.45574388
29,ANGELI,35,MOLO,Interno,1,1,Lavoro,Sistematico,1,MOTO,51.1393597
29,ANGELI,35,MOLO,Interno,1,1,Lavoro,Sistematico,5,MOTO,61.36723164
29,ANGELI,35,MOLO,Interno,1,1,Lavoro,Sistematico,7,AUTO,81.82297552
29,ANGELI,35,MOLO,Interno,1,1,Lavoro,Sistematico,8,FURGONE,163.645951
29,ANGELI,35,MOLO,Interno,1,1,Lavoro,Sistematico,10,PIEDI,30.68361582
29,ANGELI,35,MOLO,Interno,1,1,Lavoro,Sistematico,17,TPL GOMMA,61.36723164
29,ANGELI,35,MOLO,Interno,1,3,Acquisti,Occasionale,7,AUTO,10.22787194
29,ANGELI,35,MOLO,Interno,1,3,Acquisti,Occasionale,17,TPL GOMMA,10.22787194
29,ANGELI,35,MOLO,Interno,1,4,Servizi,Occasionale,7,AUTO,81.82297552
29,ANGELI,35,MOLO,Interno,1,7,Studio,Sistematico,1,MOTO,40.91148776
29,ANGELI,35,MOLO,Interno,2,5,Altro motivo occasionale,Occasionale,1,MOTO,20.45574388
29,ANGELI,35,MOLO,Interno,2,9,Ritorno a casa,Ritorno a casa,16,TPL GOMMA,133.1047619
29,ANGELI,36,S.NICOLA,Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,20.45574388
29,ANGELI,36,S.NICOLA,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,57.83770883
29,ANGELI,36,S.NICOLA,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,9.639618138
29,ANGELI,36,S.NICOLA,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,9.639618138
29,ANGELI,36,S.NICOLA,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,67.47732697
29,ANGELI,37,CASTELLETTO,Interno,0,1,Lavoro,Sistematico,3,MOTO,29.46020761
29,ANGELI,37,CASTELLETTO,Interno,0,3,Acquisti,Occasionale,3,MOTO,9.820069204
29,ANGELI,37,CASTELLETTO,Interno,0,9,Ritorno a casa,Ritorno a casa,3,MOTO,29.46020761
29,ANGELI,37,CASTELLETTO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,39.28027682
29,ANGELI,37,CASTELLETTO,Interno,0,9,Ritorno a casa,Ritorno a casa,13,AUTO,19.64013841
29,ANGELI,37,CASTELLETTO,Interno,2,9,Ritorno a casa,Ritorno a casa,3,MOTO,29.46020761
29,ANGELI,37,CASTELLETTO,Interno,2,9,Ritorno a casa,Ritorno a casa,5,MOTO,29.46020761
29,ANGELI,37,CASTELLETTO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,39.28027682
29,ANGELI,37,CASTELLETTO,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,49.10034602
29,ANGELI,38,MANIN,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,9.359459459
29,ANGELI,38,MANIN,Interno,1,1,Lavoro,Sistematico,17,TPL GOMMA,81.82297552
29,ANGELI,38,MANIN,Interno,2,9,Ritorno a casa,Ritorno a casa,13,AUTO,9.359459459
29,ANGELI,39,S.VINCENZO,Interno,0,1,Lavoro,Sistematico,7,AUTO,40.91148776
29,ANGELI,39,S.VINCENZO,Interno,0,3,Acquisti,Occasionale,7,AUTO,71.59510358
29,ANGELI,39,S.VINCENZO,Interno,0,3,Acquisti,Occasionale,13,AUTO,40.91148776
29,ANGELI,39,S.VINCENZO,Interno,0,3,Acquisti,Occasionale,16,TPL GOMMA,30.68361582
29,ANGELI,39,S.VINCENZO,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,214.7853107
29,ANGELI,39,S.VINCENZO,Interno,0,4,Servizi,Occasionale,7,AUTO,40.91148776
29,ANGELI,39,S.VINCENZO,Interno,0,4,Servizi,Occasionale,17,TPL GOMMA,61.36723164
29,ANGELI,39,S.VINCENZO,Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,20.45574388
29,ANGELI,39,S.VINCENZO,Interno,0,5,Altro motivo occasionale,Occasionale,14,Altro mezzo pubblico,10.22787194
29,ANGELI,39,S.VINCENZO,Interno,0,5,Altro motivo occasionale,Occasionale,16,TPL GOMMA,102.2787194
29,ANGELI,39,S.VINCENZO,Interno,0,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,40.91148776
29,ANGELI,39,S.VINCENZO,Interno,1,1,Lavoro,Sistematico,1,MOTO,20.45574388
29,ANGELI,39,S.VINCENZO,Interno,1,1,Lavoro,Sistematico,4,MOTO,51.1393597
29,ANGELI,39,S.VINCENZO,Interno,1,1,Lavoro,Sistematico,8,FURGONE,10.22787194
29,ANGELI,39,S.VINCENZO,Interno,1,1,Lavoro,Sistematico,17,TPL GOMMA,81.82297552
29,ANGELI,39,S.VINCENZO,Interno,1,3,Acquisti,Occasionale,17,TPL GOMMA,61.36723164
29,ANGELI,39,S.VINCENZO,Interno,2,5,Altro motivo occasionale,Occasionale,7,AUTO,51.1393597
29,ANGELI,40,CARIGNANO,Interno,0,8,Cure,Occasionale,7,AUTO,51.1393597
29,ANGELI,40,CARIGNANO,Interno,0,8,Cure,Occasionale,13,AUTO,20.45574388
29,ANGELI,40,CARIGNANO,Interno,0,8,Cure,Occasionale,14,Altro mezzo pubblico,20.45574388
29,ANGELI,40,CARIGNANO,Interno,0,8,Cure,Occasionale,16,TPL GOMMA,20.45574388
29,ANGELI,40,CARIGNANO,Interno,1,8,Cure,Occasionale,7,AUTO,20.45574388
29,ANGELI,40,CARIGNANO,Interno,1,8,Cure,Occasionale,17,TPL GOMMA,20.45574388
29,ANGELI,41,FOCE,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,11.64166667
29,ANGELI,41,FOCE,Interno,1,8,Cure,Occasionale,17,TPL GOMMA,20.45574388
29,ANGELI,41,FOCE,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,11.64166667
29,ANGELI,42,BRIGNOLE,Interno,0,1,Lavoro,Sistematico,7,AUTO,51.1393597
29,ANGELI,42,BRIGNOLE,Interno,0,3,Acquisti,Occasionale,1,MOTO,10.22787194
29,ANGELI,42,BRIGNOLE,Interno,0,3,Acquisti,Occasionale,7,AUTO,20.45574388
29,ANGELI,42,BRIGNOLE,Interno,0,3,Acquisti,Occasionale,10,PIEDI,10.22787194
29,ANGELI,42,BRIGNOLE,Interno,0,3,Acquisti,Occasionale,13,AUTO,10.22787194
29,ANGELI,42,BRIGNOLE,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,30.68361582
29,ANGELI,42,BRIGNOLE,Interno,0,4,Servizi,Occasionale,1,MOTO,61.36723164
29,ANGELI,42,BRIGNOLE,Interno,0,4,Servizi,Occasionale,13,AUTO,10.22787194
29,ANGELI,42,BRIGNOLE,Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,20.45574388
29,ANGELI,42,BRIGNOLE,Interno,0,5,Altro motivo occasionale,Occasionale,16,TPL GOMMA,61.36723164
29,ANGELI,42,BRIGNOLE,Interno,0,8,Cure,Occasionale,10,PIEDI,10.22787194
29,ANGELI,42,BRIGNOLE,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,21.46639511
29,ANGELI,42,BRIGNOLE,Interno,1,1,Lavoro,Sistematico,1,MOTO,40.91148776
29,ANGELI,42,BRIGNOLE,Interno,1,1,Lavoro,Sistematico,3,MOTO,20.45574388
29,ANGELI,42,BRIGNOLE,Interno,1,1,Lavoro,Sistematico,7,AUTO,71.59510358
29,ANGELI,42,BRIGNOLE,Interno,1,3,Acquisti,Occasionale,17,TPL GOMMA,20.45574388
29,ANGELI,42,BRIGNOLE,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,10.73319756
29,ANGELI,43,S.AGATA,Interno,2,5,Altro motivo occasionale,Occasionale,16,TPL GOMMA,20.45574388
29,ANGELI,44,S.FRUTTUOSO,Interno,0,3,Acquisti,Occasionale,13,AUTO,10.22787194
29,ANGELI,44,S.FRUTTUOSO,Interno,0,9,Ritorno a casa,Ritorno a casa,1,MOTO,10.43916197
29,ANGELI,44,S.FRUTTUOSO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,83.51329573
29,ANGELI,44,S.FRUTTUOSO,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,83.51329573
29,ANGELI,44,S.FRUTTUOSO,Interno,1,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,10.43916197
29,ANGELI,44,S.FRUTTUOSO,Interno,2,9,Ritorno a casa,Ritorno a casa,1,MOTO,10.43916197
29,ANGELI,44,S.FRUTTUOSO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,187.9049154
29,ANGELI,46,FEREGGIANO,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,9.887912088
29,ANGELI,46,FEREGGIANO,Interno,1,1,Lavoro,Sistematico,13,AUTO,40.91148776
29,ANGELI,46,FEREGGIANO,Interno,2,9,Ritorno a casa,Ritorno a casa,16,TPL GOMMA,9.887912088
29,ANGELI,47,MARASSI,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,69.9880137
29,ANGELI,47,MARASSI,Interno,0,9,Ritorno a casa,Ritorno a casa,13,AUTO,319.9452055
29,ANGELI,47,MARASSI,Interno,1,1,Lavoro,Sistematico,17,TPL GOMMA,20.45574388
29,ANGELI,47,MARASSI,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,79.98630137
29,ANGELI,48,FORTE QUEZZI,Interno,0,1,Lavoro,Sistematico,7,AUTO,20.45574388
29,ANGELI,49,PARENZO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,9.669220945
29,ANGELI,49,PARENZO,Interno,0,9,Ritorno a casa,Ritorno a casa,13,AUTO,38.67688378
29,ANGELI,49,PARENZO,Interno,1,9,Ritorno a casa,Ritorno a casa,7,AUTO,77.35376756
29,ANGELI,49,PARENZO,Interno,1,9,Ritorno a casa,Ritorno a casa,13,AUTO,67.68454662
29,ANGELI,51,MONTESIGNANO,Interno,0,1,Lavoro,Sistematico,3,MOTO,163.645951
29,ANGELI,51,MONTESIGNANO,Interno,0,9,Ritorno a casa,Ritorno a casa,12,AUTO,9.500715308
29,ANGELI,51,MONTESIGNANO,Interno,1,3,Acquisti,Occasionale,4,MOTO,20.45574388
29,ANGELI,51,MONTESIGNANO,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,38.00286123
29,ANGELI,53,MOLASSANA,Interno,0,9,Ritorno a casa,Ritorno a casa,1,MOTO,19.69197397
29,ANGELI,53,MOLASSANA,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,9.845986985
29,ANGELI,53,MOLASSANA,Interno,1,1,Lavoro,Sistematico,7,AUTO,61.36723164
29,ANGELI,53,MOLASSANA,Interno,2,9,Ritorno a casa,Ritorno a casa,1,MOTO,59.07592191
29,ANGELI,55,PRATO,Interno,0,3,Acquisti,Occasionale,7,AUTO,10.22787194
29,ANGELI,55,PRATO,Interno,0,4,Servizi,Occasionale,7,AUTO,10.22787194
29,ANGELI,57,S.DESIDERIO,Interno,0,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,10.22787194
29,ANGELI,59,BORGORATTI,Interno,0,7,Studio,Sistematico,8,FURGONE,306.7031963
29,ANGELI,59,BORGORATTI,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,9.433925049
29,ANGELI,59,BORGORATTI,Interno,1,1,Lavoro,Sistematico,7,AUTO,20.45574388
29,ANGELI,60,CHIAPPETO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,57.19626168
29,ANGELI,60,CHIAPPETO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,76.26168224
29,ANGELI,61,S.MARTINO,Interno,0,5,Altro motivo occasionale,Occasionale,10,PIEDI,40.91148776
29,ANGELI,61,S.MARTINO,Interno,0,8,Cure,Occasionale,13,AUTO,10.22787194
29,ANGELI,61,S.MARTINO,Interno,0,8,Cure,Occasionale,17,TPL GOMMA,10.22787194
29,ANGELI,61,S.MARTINO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,19.21149897
29,ANGELI,61,S.MARTINO,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,9.605749487
29,ANGELI,61,S.MARTINO,Interno,0,9,Ritorno a casa,Ritorno a casa,12,AUTO,9.605749487
29,ANGELI,61,S.MARTINO,Interno,1,1,Lavoro,Sistematico,7,AUTO,81.82297552
29,ANGELI,61,S.MARTINO,Interno,1,7,Studio,Sistematico,3,MOTO,81.82297552
29,ANGELI,61,S.MARTINO,Interno,1,8,Cure,Occasionale,7,AUTO,30.68361582
29,ANGELI,61,S.MARTINO,Interno,1,8,Cure,Occasionale,13,AUTO,20.45574388
29,ANGELI,61,S.MARTINO,Interno,1,8,Cure,Occasionale,19,Altro,10.22787194
29,ANGELI,61,S.MARTINO,Interno,2,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,10.22787194
29,ANGELI,62,ALBARO,Interno,1,1,Lavoro,Sistematico,17,TPL GOMMA,20.45574388
29,ANGELI,62,ALBARO,Interno,1,7,Studio,Sistematico,1,MOTO,61.36723164
29,ANGELI,63,S.GIULIANO,Interno,1,3,Acquisti,Occasionale,7,AUTO,10.22787194
29,ANGELI,63,S.GIULIANO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,18.31081081
29,ANGELI,64,LIDO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,8.97826087
29,ANGELI,64,LIDO,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,8.97826087
29,ANGELI,66,STURLA,Interno,1,1,Lavoro,Sistematico,17,TPL GOMMA,20.45574388
29,ANGELI,67,QUARTO,Interno,1,9,Ritorno a casa,Ritorno a casa,7,AUTO,102.0758294
29,ANGELI,68,QUARTARA,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,31.41923077
29,ANGELI,68,QUARTARA,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,52.36538462
29,ANGELI,69,CASTAGNA,Interno,1,7,Studio,Sistematico,17,TPL GOMMA,40.91148776
29,ANGELI,70,QUINTO,Interno,0,5,Altro motivo occasionale,Occasionale,1,MOTO,10.22787194
29,ANGELI,71,NERVI,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,20.38768116
29,ANGELI,71,NERVI,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,20.38768116
29,ANGELI,72,Arenzano,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,5.216931217
29,ANGELI,72,Arenzano,Uscita Genova,1,1,Lavoro,Sistematico,7,AUTO,40.91148776
29,ANGELI,72,Arenzano,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,3.777777778
29,ANGELI,75,Bogliasco,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,38.31782143
29,ANGELI,77,Busalla,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,21.12044818
29,ANGELI,77,Busalla,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,393.5668293
29,ANGELI,77,Busalla,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,15.29411765
29,ANGELI,79,Campo Ligure,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,157.4267317
29,ANGELI,80,Campomorone,Uscita Genova,1,1,Lavoro,Sistematico,7,AUTO,81.82297552
29,ANGELI,80,Campomorone,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,39.74770213
29,ANGELI,83,Casella,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,236.1400976
29,ANGELI,83,Casella,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,1.901981818
29,ANGELI,85,Ceranesi,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,29.09263235
29,ANGELI,86,Chiavari,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,6.214285714
29,ANGELI,86,CHIAVARI,Uscita Genova,1,1,Lavoro,Sistematico,18,TPL FERRO,81.82297552
29,ANGELI,86,CHIAVARI,Uscita Genova,1,5,Altro motivo occasionale,Occasionale,7,AUTO,10.22787194
29,ANGELI,86,Chiavari,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,37.31465789
29,ANGELI,86,Chiavari,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,4.5
29,ANGELI,88,Cogoleto,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,7.978835979
29,ANGELI,88,Cogoleto,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,5.777777778
29,ANGELI,97,Isola del Cantone,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,78.71336585
29,ANGELI,102,Masone,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,314.8534634
29,ANGELI,105,Mignanego,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,23.65647692
29,ANGELI,105,Mignanego,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,11.44217687
29,ANGELI,105,Mignanego,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,8.285714286
29,ANGELI,117,Recco,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,7.724671678
29,ANGELI,119,Ronco Scrivia,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,7.31092437
29,ANGELI,119,Ronco Scrivia,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,5.294117647
29,ANGELI,125,Sant'Olcese,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,191.4527899
29,ANGELI,125,Sant'Olcese,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,25.61707143
29,ANGELI,127,Savignone,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,1.901981818
29,ANGELI,128,Serra Riccò,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,52.815
29,ANGELI,132,Torriglia,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,3.017567308
29,ANGELI,138,Prov SV,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,765.8111597
29,ANGELI,138,Prov SV,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,745.7349506
29,ANGELI,140,Prov AL,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,1914.527899
29,ANGELI,140,Prov AL,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,23.65618641
29,ANGELI,140,Prov AL,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,472.2801951
29,ANGELI,140,Prov AL,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,17.13034188
29,ANGELI,141,Altre Zone,Uscita Genova,0,3,Acquisti,Occasionale,13,AUTO,10.22787194
29,ANGELI,141,Altre zone,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,1340.169529
29,ANGELI,141,Altre zone,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,21.75
29,ANGELI,141,Altre zone,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,236.1400976
29,ANGELI,141,Altre zone,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,15.75
30,S.TEODORO,1,CREVARI,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,19.2
30,S.TEODORO,2,VOLTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,9.279220779
30,S.TEODORO,2,VOLTRI,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,64.95454545
30,S.TEODORO,4,PALMARO,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,72.32
30,S.TEODORO,5,PRA',Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,43.94952681
30,S.TEODORO,5,PRA',Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,21.97476341
30,S.TEODORO,5,PRA',Interno,0,9,Ritorno a casa,Ritorno a casa,13,AUTO,21.97476341
30,S.TEODORO,5,PRA',Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,21.97476341
30,S.TEODORO,6,CASTELLUCCIO,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,8.71
30,S.TEODORO,6,CASTELLUCCIO,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,26.13
30,S.TEODORO,7,PEGLI,Interno,0,9,Ritorno a casa,Ritorno a casa,5,MOTO,9.977190876
