ORIG_COD_ZONA,ORIG_DEN_ZONA,DEST_COD_ZONA,DEST_DEN_ZONA,TIPO_VIAGGIO,FASCIA_ORARIA_VIAGGIO,MOTIVO_codice,MOTIVO_aggregato,MOTIVO_sistematicità,MEZZO_codice,MEZZO_aggregato,NumViaggi
1,CREVARI,1,CREVARI,Interno,0,3,Acquisti,Occasionale,4,MOTO,9.6
1,CREVARI,1,CREVARI,Interno,0,3,Acquisti,Occasionale,7,AUTO,9.6
1,CREVARI,1,CREVARI,Interno,0,3,Acquisti,Occasionale,10,PIEDI,76.8
1,CREVARI,1,CREVARI,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,9.6
1,CREVARI,1,CREVARI,Interno,0,4,Servizi,Occasionale,10,PIEDI,9.6
1,CREVARI,1,CREVARI,Interno,0,5,Altro motivo occasionale,Occasionale,10,PIEDI,38.4
1,CREVARI,1,CREVARI,Interno,0,9,Ritorno a casa,Ritorno a casa,4,MOTO,19.2
1,CREVARI,1,CREVARI,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,9.6
1,CREVARI,1,CREVARI,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,124.8
1,CREVARI,1,CREVARI,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,28.8
1,CREVARI,1,CREVARI,Interno,0,10,Altro motivo occasionale,Occasionale,17,TPL GOMMA,9.6
1,CREVARI,1,CREVARI,Interno,1,1,Lavoro,Sistematico,4,MOTO,9.6
1,CREVARI,1,CREVARI,Interno,1,2,Affari,Sistematico,4,MOTO,9.6
1,CREVARI,1,CREVARI,Interno,1,2,Affari,Sistematico,10,PIEDI,9.6
1,CREVARI,1,CREVARI,Interno,1,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,9.6
1,CREVARI,1,CREVARI,Interno,2,9,Ritorno a casa,Ritorno a casa,4,MOTO,9.6
1,CREVARI,1,CREVARI,Interno,2,9,Ritorno a casa,Ritorno a casa,10,PIEDI,9.6
1,CREVARI,2,VOLTRI,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,67.2
1,CREVARI,2,VOLTRI,Interno,0,4,Servizi,Occasionale,17,TPL GOMMA,9.6
1,CREVARI,2,VOLTRI,Interno,0,5,Altro motivo occasionale,Occasionale,10,PIEDI,76.8
1,CREVARI,2,VOLTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,111.3506494
1,CREVARI,2,VOLTRI,Interno,1,3,Acquisti,Occasionale,7,AUTO,115.2
1,CREVARI,2,VOLTRI,Interno,1,7,Studio,Sistematico,7,AUTO,76.8
1,CREVARI,4,PALMARO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,36.16
1,CREVARI,5,PRA',Interno,0,9,Ritorno a casa,Ritorno a casa,1,MOTO,43.94952681
1,CREVARI,5,PRA',Interno,2,9,Ritorno a casa,Ritorno a casa,1,MOTO,43.94952681
1,CREVARI,5,PRA',Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,21.97476341
1,CREVARI,7,PEGLI,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,19.95438175
1,CREVARI,12,BORZOLI OVEST,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,15.00729927
1,CREVARI,30,S.TEODORO,Interno,0,3,Acquisti,Occasionale,7,AUTO,19.2
1,CREVARI,33,PRE',Interno,0,5,Altro motivo occasionale,Occasionale,10,PIEDI,9.6
1,CREVARI,33,PRE',Interno,1,2,Affari,Sistematico,17,TPL GOMMA,9.6
1,CREVARI,33,PRE',Interno,1,8,Cure,Occasionale,17,TPL GOMMA,9.6
1,CREVARI,35,MOLO,Interno,0,3,Acquisti,Occasionale,4,MOTO,9.6
1,CREVARI,35,MOLO,Interno,2,5,Altro motivo occasionale,Occasionale,7,AUTO,76.8
1,CREVARI,37,CASTELLETTO,Interno,0,9,Ritorno a casa,Ritorno a casa,19,Altro,9.820069204
1,CREVARI,39,S.VINCENZO,Interno,0,3,Acquisti,Occasionale,7,AUTO,9.6
1,CREVARI,39,S.VINCENZO,Interno,0,4,Servizi,Occasionale,7,AUTO,9.6
1,CREVARI,39,S.VINCENZO,Interno,0,4,Servizi,Occasionale,17,TPL GOMMA,19.2
1,CREVARI,39,S.VINCENZO,Interno,0,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,19.2
1,CREVARI,39,S.VINCENZO,Interno,1,1,Lavoro,Sistematico,4,MOTO,9.6
1,CREVARI,39,S.VINCENZO,Interno,1,1,Lavoro,Sistematico,7,AUTO,76.8
1,CREVARI,40,CARIGNANO,Interno,1,8,Cure,Occasionale,19,Altro,38.4
1,CREVARI,46,FEREGGIANO,Interno,0,5,Altro motivo occasionale,Occasionale,10,PIEDI,9.6
1,CREVARI,47,MARASSI,Interno,0,3,Acquisti,Occasionale,10,PIEDI,19.2
1,CREVARI,47,MARASSI,Interno,0,4,Servizi,Occasionale,10,PIEDI,9.6
1,CREVARI,51,MONTESIGNANO,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,9.6
1,CREVARI,54,DORIA,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,9.6
1,CREVARI,61,S.MARTINO,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,9.6
1,CREVARI,61,S.MARTINO,Interno,0,8,Cure,Occasionale,17,TPL GOMMA,9.6
1,CREVARI,64,LIDO,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,19.2
1,CREVARI,65,PUGGIA,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,123.4532374
1,CREVARI,67,QUARTO,Interno,0,3,Acquisti,Occasionale,10,PIEDI,19.2
1,CREVARI,67,QUARTO,Interno,0,7,Studio,Sistematico,17,TPL GOMMA,9.6
1,CREVARI,67,QUARTO,Interno,1,1,Lavoro,Sistematico,10,PIEDI,9.6
1,CREVARI,67,QUARTO,Interno,2,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,9.6
1,CREVARI,69,CASTAGNA,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,18.7960688
1,CREVARI,103,Mele,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,51.117375
1,CREVARI,138,Prov SV,Uscita Genova,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,3.042369231
1,CREVARI,138,Prov SV,Uscita Genova,2,9,Ritorno a casa,Ritorno a casa,5,MOTO,22.208
2,VOLTRI,1,CREVARI,Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,74.23376623
2,VOLTRI,1,CREVARI,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,192
2,VOLTRI,1,CREVARI,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,9.6
2,VOLTRI,1,CREVARI,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,76.8
2,VOLTRI,1,CREVARI,Interno,1,2,Affari,Sistematico,7,AUTO,37.11688312
2,VOLTRI,1,CREVARI,Interno,2,9,Ritorno a casa,Ritorno a casa,10,PIEDI,67.2
2,VOLTRI,2,VOLTRI,Interno,0,1,Lavoro,Sistematico,7,AUTO,148.4675325
2,VOLTRI,2,VOLTRI,Interno,0,3,Acquisti,Occasionale,5,MOTO,64.95454545
2,VOLTRI,2,VOLTRI,Interno,0,3,Acquisti,Occasionale,7,AUTO,705.2207792
2,VOLTRI,2,VOLTRI,Interno,0,3,Acquisti,Occasionale,10,PIEDI,927.9220779
2,VOLTRI,2,VOLTRI,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,528.9155844
2,VOLTRI,2,VOLTRI,Interno,0,4,Servizi,Occasionale,5,MOTO,9.279220779
2,VOLTRI,2,VOLTRI,Interno,0,4,Servizi,Occasionale,7,AUTO,111.3506494
2,VOLTRI,2,VOLTRI,Interno,0,4,Servizi,Occasionale,10,PIEDI,74.23376623
2,VOLTRI,2,VOLTRI,Interno,0,4,Servizi,Occasionale,17,TPL GOMMA,27.83766234
2,VOLTRI,2,VOLTRI,Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,74.23376623
2,VOLTRI,2,VOLTRI,Interno,0,5,Altro motivo occasionale,Occasionale,10,PIEDI,371.1688312
2,VOLTRI,2,VOLTRI,Interno,0,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,74.23376623
2,VOLTRI,2,VOLTRI,Interno,0,6,Altro motivo occasionale,Occasionale,10,PIEDI,37.11688312
2,VOLTRI,2,VOLTRI,Interno,0,8,Cure,Occasionale,13,AUTO,37.11688312
2,VOLTRI,2,VOLTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,1,MOTO,9.279220779
2,VOLTRI,2,VOLTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,5,MOTO,74.23376623
2,VOLTRI,2,VOLTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,1020.714286
2,VOLTRI,2,VOLTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,1317.649351
2,VOLTRI,2,VOLTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,13,AUTO,111.3506494
2,VOLTRI,2,VOLTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,714.5
2,VOLTRI,2,VOLTRI,Interno,1,1,Lavoro,Sistematico,1,MOTO,37.11688312
2,VOLTRI,2,VOLTRI,Interno,1,1,Lavoro,Sistematico,7,AUTO,148.4675325
2,VOLTRI,2,VOLTRI,Interno,1,1,Lavoro,Sistematico,17,TPL GOMMA,148.4675325
2,VOLTRI,2,VOLTRI,Interno,1,2,Affari,Sistematico,10,PIEDI,37.11688312
2,VOLTRI,2,VOLTRI,Interno,1,3,Acquisti,Occasionale,7,AUTO,120.6298701
2,VOLTRI,2,VOLTRI,Interno,1,3,Acquisti,Occasionale,10,PIEDI,64.95454545
2,VOLTRI,2,VOLTRI,Interno,1,3,Acquisti,Occasionale,17,TPL GOMMA,27.83766234
2,VOLTRI,2,VOLTRI,Interno,1,4,Servizi,Occasionale,7,AUTO,27.83766234
2,VOLTRI,2,VOLTRI,Interno,1,4,Servizi,Occasionale,10,PIEDI,9.279220779
2,VOLTRI,2,VOLTRI,Interno,1,4,Servizi,Occasionale,17,TPL GOMMA,9.279220779
2,VOLTRI,2,VOLTRI,Interno,1,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,37.11688312
2,VOLTRI,2,VOLTRI,Interno,1,6,Altro motivo occasionale,Occasionale,10,PIEDI,37.11688312
2,VOLTRI,2,VOLTRI,Interno,1,8,Cure,Occasionale,13,AUTO,74.23376623
2,VOLTRI,2,VOLTRI,Interno,1,10,Altro motivo occasionale,Occasionale,9,Altro mezzo privato,72.32
2,VOLTRI,2,VOLTRI,Interno,2,9,Ritorno a casa,Ritorno a casa,1,MOTO,27.83766234
2,VOLTRI,2,VOLTRI,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,278.3766234
2,VOLTRI,2,VOLTRI,Interno,2,9,Ritorno a casa,Ritorno a casa,10,PIEDI,167.025974
2,VOLTRI,2,VOLTRI,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,139.1883117
2,VOLTRI,3,CA NUOVA,Interno,0,3,Acquisti,Occasionale,7,AUTO,37.11688312
2,VOLTRI,3,CA NUOVA,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,341.2941176
2,VOLTRI,3,CA NUOVA,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,341.2941176
2,VOLTRI,3,CA NUOVA,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,767.9117647
2,VOLTRI,4,PALMARO,Interno,0,1,Lavoro,Sistematico,7,AUTO,148.4675325
2,VOLTRI,4,PALMARO,Interno,0,3,Acquisti,Occasionale,10,PIEDI,37.11688312
2,VOLTRI,4,PALMARO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,280.24
2,VOLTRI,4,PALMARO,Interno,0,9,Ritorno a casa,Ritorno a casa,9,Altro mezzo privato,72.32
2,VOLTRI,4,PALMARO,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,9.04
2,VOLTRI,4,PALMARO,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,433.92
2,VOLTRI,4,PALMARO,Interno,1,5,Altro motivo occasionale,Occasionale,10,PIEDI,37.11688312
2,VOLTRI,4,PALMARO,Interno,1,9,Ritorno a casa,Ritorno a casa,7,AUTO,36.16
2,VOLTRI,4,PALMARO,Interno,2,9,Ritorno a casa,Ritorno a casa,1,MOTO,72.32
2,VOLTRI,4,PALMARO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,153.68
2,VOLTRI,4,PALMARO,Interno,2,9,Ritorno a casa,Ritorno a casa,8,FURGONE,36.16
2,VOLTRI,4,PALMARO,Interno,2,9,Ritorno a casa,Ritorno a casa,10,PIEDI,63.28
2,VOLTRI,4,PALMARO,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,72.32
2,VOLTRI,5,PRA',Interno,0,3,Acquisti,Occasionale,7,AUTO,55.67532468
2,VOLTRI,5,PRA',Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,37.11688312
2,VOLTRI,5,PRA',Interno,0,4,Servizi,Occasionale,7,AUTO,18.55844156
2,VOLTRI,5,PRA',Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,21.97476341
2,VOLTRI,5,PRA',Interno,0,5,Altro motivo occasionale,Occasionale,10,PIEDI,37.11688312
2,VOLTRI,5,PRA',Interno,0,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,37.11688312
2,VOLTRI,5,PRA',Interno,0,9,Ritorno a casa,Ritorno a casa,3,MOTO,43.94952681
2,VOLTRI,5,PRA',Interno,0,9,Ritorno a casa,Ritorno a casa,4,MOTO,21.97476341
2,VOLTRI,5,PRA',Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,10.9873817
2,VOLTRI,5,PRA',Interno,0,9,Ritorno a casa,Ritorno a casa,13,AUTO,21.97476341
2,VOLTRI,5,PRA',Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,97.38566077
2,VOLTRI,5,PRA',Interno,1,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,21.97476341
2,VOLTRI,5,PRA',Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,21.97476341
2,VOLTRI,5,PRA',Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,109.873817
2,VOLTRI,7,PEGLI,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,129.7034814
2,VOLTRI,7,PEGLI,Interno,0,9,Ritorno a casa,Ritorno a casa,13,AUTO,19.95438175
2,VOLTRI,7,PEGLI,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,189.5666267
2,VOLTRI,7,PEGLI,Interno,1,1,Lavoro,Sistematico,7,AUTO,37.11688312
2,VOLTRI,7,PEGLI,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,209.5210084
2,VOLTRI,7,PEGLI,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,9.977190876
2,VOLTRI,8,MULTEDO,Interno,0,9,Ritorno a casa,Ritorno a casa,1,MOTO,28.80508475
2,VOLTRI,8,MULTEDO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,19.20338983
2,VOLTRI,8,MULTEDO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,28.80508475
2,VOLTRI,9,SESTRI,Interno,0,3,Acquisti,Occasionale,7,AUTO,37.11688312
2,VOLTRI,9,SESTRI,Interno,0,3,Acquisti,Occasionale,12,AUTO,37.11688312
2,VOLTRI,9,SESTRI,Interno,0,3,Acquisti,Occasionale,17,TPL GOMMA,538.1948052
2,VOLTRI,9,SESTRI,Interno,0,4,Servizi,Occasionale,17,TPL GOMMA,55.67532468
2,VOLTRI,9,SESTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,61.82550336
2,VOLTRI,9,SESTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,20.60850112
2,VOLTRI,9,SESTRI,Interno,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,20.60850112
2,VOLTRI,9,SESTRI,Interno,1,1,Lavoro,Sistematico,1,MOTO,37.11688312
2,VOLTRI,9,SESTRI,Interno,1,1,Lavoro,Sistematico,7,AUTO,74.23376623
2,VOLTRI,9,SESTRI,Interno,1,3,Acquisti,Occasionale,17,TPL GOMMA,37.11688312
2,VOLTRI,9,SESTRI,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,92.73825503
2,VOLTRI,9,SESTRI,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,20.60850112
2,VOLTRI,9,SESTRI,Interno,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,61.82550336
2,VOLTRI,10,S.GIOVANNI BATTISTA,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,31.17982456
2,VOLTRI,10,S.GIOVANNI BATTISTA,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,31.17982456
2,VOLTRI,10,S.GIOVANNI BATTISTA,Interno,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,41.57309942
2,VOLTRI,12,BORZOLI OVEST,Interno,0,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,37.11688312
2,VOLTRI,12,BORZOLI OVEST,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,7.503649635
2,VOLTRI,12,BORZOLI OVEST,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,7.503649635
2,VOLTRI,15,RIVAROLO,Interno,0,3,Acquisti,Occasionale,10,PIEDI,74.23376623
2,VOLTRI,15,RIVAROLO,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,11.97066667
2,VOLTRI,15,RIVAROLO,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,83.79466667
2,VOLTRI,16,TEGLIA,Interno,0,1,Lavoro,Sistematico,7,AUTO,37.11688312
2,VOLTRI,16,TEGLIA,Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,37.11688312
2,VOLTRI,18,BOLZANETO,Interno,0,1,Lavoro,Sistematico,7,AUTO,139.1883117
2,VOLTRI,18,BOLZANETO,Interno,0,3,Acquisti,Occasionale,18,TPL FERRO,21.33088235
2,VOLTRI,18,BOLZANETO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,59.34513274
2,VOLTRI,18,BOLZANETO,Interno,1,1,Lavoro,Sistematico,7,AUTO,9.279220779
2,VOLTRI,18,BOLZANETO,Interno,2,9,Ritorno a casa,Ritorno a casa,3,MOTO,9.890855457
2,VOLTRI,21,PONTEDECIMO,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,9.413636364
2,VOLTRI,21,PONTEDECIMO,Interno,2,9,Ritorno a casa,Ritorno a casa,10,PIEDI,9.413636364
2,VOLTRI,24,CAMPASSO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,40.3943662
2,VOLTRI,24,CAMPASSO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,30.29577465
2,VOLTRI,25,S.GAETANO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,28.45434783
2,VOLTRI,25,S.GAETANO,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,9.484782609
2,VOLTRI,25,S.GAETANO,Interno,1,2,Affari,Sistematico,7,AUTO,74.23376623
2,VOLTRI,25,S.GAETANO,Interno,1,9,Ritorno a casa,Ritorno a casa,7,AUTO,9.484782609
2,VOLTRI,25,S.GAETANO,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,94.84782609
2,VOLTRI,26,SAMPIERDARENA,Interno,0,9,Ritorno a casa,Ritorno a casa,1,MOTO,10.07328605
2,VOLTRI,26,SAMPIERDARENA,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,10.07328605
2,VOLTRI,26,SAMPIERDARENA,Interno,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,20.1465721
2,VOLTRI,26,SAMPIERDARENA,Interno,1,1,Lavoro,Sistematico,7,AUTO,111.3506494
2,VOLTRI,26,SAMPIERDARENA,Interno,1,1,Lavoro,Sistematico,18,TPL FERRO,149.8537529
2,VOLTRI,26,SAMPIERDARENA,Interno,2,9,Ritorno a casa,Ritorno a casa,1,MOTO,70.51300236
2,VOLTRI,27,BELVEDERE,Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,74.23376623
2,VOLTRI,27,BELVEDERE,Interno,1,1,Lavoro,Sistematico,7,AUTO,37.11688312
2,VOLTRI,28,S.BARTOLOMEO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,43.38834951
2,VOLTRI,29,ANGELI,Interno,0,3,Acquisti,Occasionale,7,AUTO,74.23376623
2,VOLTRI,29,ANGELI,Interno,1,1,Lavoro,Sistematico,4,MOTO,37.11688312
2,VOLTRI,29,ANGELI,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,20.45574388
2,VOLTRI,30,S.TEODORO,Interno,0,3,Acquisti,Occasionale,7,AUTO,74.23376623
2,VOLTRI,31,LAGACCIO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,23.05363985
2,VOLTRI,31,LAGACCIO,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,11.52681992
2,VOLTRI,31,LAGACCIO,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,46.10727969
2,VOLTRI,33,PRE',Interno,0,9,Ritorno a casa,Ritorno a casa,1,MOTO,11.57333333
2,VOLTRI,33,PRE',Interno,1,1,Lavoro,Sistematico,18,TPL FERRO,74.23376623
2,VOLTRI,33,PRE',Interno,2,3,Acquisti,Occasionale,18,TPL FERRO,37.11688312
2,VOLTRI,33,PRE',Interno,2,5,Altro motivo occasionale,Occasionale,18,TPL FERRO,37.11688312
2,VOLTRI,33,PRE',Interno,2,9,Ritorno a casa,Ritorno a casa,1,MOTO,69.44
2,VOLTRI,34,MADDALENA,Interno,0,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,37.11688312
2,VOLTRI,34,MADDALENA,Interno,1,5,Altro motivo occasionale,Occasionale,17,TPL GOMMA,37.11688312
2,VOLTRI,35,MOLO,Interno,0,1,Lavoro,Sistematico,7,AUTO,37.11688312
2,VOLTRI,35,MOLO,Interno,0,3,Acquisti,Occasionale,10,PIEDI,37.11688312
2,VOLTRI,35,MOLO,Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,37.11688312
2,VOLTRI,35,MOLO,Interno,1,3,Acquisti,Occasionale,7,AUTO,9.279220779
2,VOLTRI,35,MOLO,Interno,1,4,Servizi,Occasionale,7,AUTO,27.83766234
2,VOLTRI,36,S.NICOLA,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,48.19809069
2,VOLTRI,36,S.NICOLA,Interno,0,9,Ritorno a casa,Ritorno a casa,8,FURGONE,19.27923628
2,VOLTRI,36,S.NICOLA,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,9.639618138
2,VOLTRI,36,S.NICOLA,Interno,2,9,Ritorno a casa,Ritorno a casa,7,AUTO,28.91885442
2,VOLTRI,39,S.VINCENZO,Interno,0,3,Acquisti,Occasionale,7,AUTO,64.95454545
2,VOLTRI,39,S.VINCENZO,Interno,0,3,Acquisti,Occasionale,13,AUTO,37.11688312
2,VOLTRI,39,S.VINCENZO,Interno,0,4,Servizi,Occasionale,7,AUTO,9.279220779
2,VOLTRI,39,S.VINCENZO,Interno,0,9,Ritorno a casa,Ritorno a casa,7,AUTO,49.65949821
2,VOLTRI,39,S.VINCENZO,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,9.931899642
2,VOLTRI,39,S.VINCENZO,Interno,1,1,Lavoro,Sistematico,7,AUTO,74.23376623
2,VOLTRI,39,S.VINCENZO,Interno,1,1,Lavoro,Sistematico,10,PIEDI,74.23376623
2,VOLTRI,39,S.VINCENZO,Interno,1,1,Lavoro,Sistematico,18,TPL FERRO,74.23376623
2,VOLTRI,39,S.VINCENZO,Interno,1,2,Affari,Sistematico,18,TPL FERRO,37.11688312
2,VOLTRI,39,S.VINCENZO,Interno,1,3,Acquisti,Occasionale,7,AUTO,27.83766234
2,VOLTRI,39,S.VINCENZO,Interno,1,4,Servizi,Occasionale,7,AUTO,9.279220779
2,VOLTRI,39,S.VINCENZO,Interno,2,9,Ritorno a casa,Ritorno a casa,10,PIEDI,39.72759857
2,VOLTRI,40,CARIGNANO,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,10.64553314
2,VOLTRI,40,CARIGNANO,Interno,1,8,Cure,Occasionale,13,AUTO,37.11688312
2,VOLTRI,40,CARIGNANO,Interno,1,8,Cure,Occasionale,17,TPL GOMMA,37.11688312
2,VOLTRI,41,FOCE,Interno,0,9,Ritorno a casa,Ritorno a casa,19,Altro,23.28333333
2,VOLTRI,42,BRIGNOLE,Interno,0,3,Acquisti,Occasionale,12,AUTO,37.11688312
2,VOLTRI,42,BRIGNOLE,Interno,0,5,Altro motivo occasionale,Occasionale,18,TPL FERRO,37.11688312
2,VOLTRI,42,BRIGNOLE,Interno,0,9,Ritorno a casa,Ritorno a casa,15,FURGONE,32.19959267
2,VOLTRI,42,BRIGNOLE,Interno,0,9,Ritorno a casa,Ritorno a casa,19,Altro,10.73319756
2,VOLTRI,42,BRIGNOLE,Interno,1,1,Lavoro,Sistematico,18,TPL FERRO,37.11688312
2,VOLTRI,42,BRIGNOLE,Interno,1,10,Altro motivo occasionale,Occasionale,18,TPL FERRO,148.4675325
2,VOLTRI,42,BRIGNOLE,Interno,2,5,Altro motivo occasionale,Occasionale,12,AUTO,37.11688312
2,VOLTRI,42,BRIGNOLE,Interno,2,9,Ritorno a casa,Ritorno a casa,3,MOTO,75.13238289
2,VOLTRI,42,BRIGNOLE,Interno,2,9,Ritorno a casa,Ritorno a casa,15,FURGONE,21.46639511
2,VOLTRI,43,S.AGATA,Interno,0,9,Ritorno a casa,Ritorno a casa,10,PIEDI,27.92706334
2,VOLTRI,43,S.AGATA,Interno,0,9,Ritorno a casa,Ritorno a casa,16,TPL GOMMA,9.309021113
2,VOLTRI,43,S.AGATA,Interno,0,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,9.309021113
2,VOLTRI,43,S.AGATA,Interno,2,9,Ritorno a casa,Ritorno a casa,18,TPL FERRO,9.309021113
2,VOLTRI,44,S.FRUTTUOSO,Interno,0,3,Acquisti,Occasionale,7,AUTO,55.67532468
2,VOLTRI,44,S.FRUTTUOSO,Interno,0,4,Servizi,Occasionale,7,AUTO,18.55844156
2,VOLTRI,44,S.FRUTTUOSO,Interno,0,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,10.43916197
2,VOLTRI,44,S.FRUTTUOSO,Interno,1,1,Lavoro,Sistematico,7,AUTO,74.23376623
2,VOLTRI,44,S.FRUTTUOSO,Interno,2,9,Ritorno a casa,Ritorno a casa,10,PIEDI,20.87832393
2,VOLTRI,45,QUEZZI,Interno,2,9,Ritorno a casa,Ritorno a casa,8,FURGONE,18.76106195
2,VOLTRI,46,FEREGGIANO,Interno,2,9,Ritorno a casa,Ritorno a casa,17,TPL GOMMA,9.887912088
2,VOLTRI,47,MARASSI,Interno,0,5,Altro motivo occasionale,Occasionale,7,AUTO,37.11688312
